Unnamed: 0,battery_level,device,floor_calib,height,height_std,hum_in,hum_out,pressure,start_calib,temp,temp_in,temp_out,time,wake_reason,wifi_rssi
,1.4,ESP32-S2,73.0,105.43,11.44,99.9,68.26,,18.0,,6.6,7.11,2024-01-11 06:03:10.061614785+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,104.2,12.1,99.9,65.5,,18.0,,6.8,7.27,2024-01-11 06:15:04.002211127+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,100.25,10.67,99.8,65.81,,18.0,,6.8,7.71,2024-01-11 06:26:58.553405569+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,104.94,10.97,99.8,57.32,,18.0,,6.5,7.01,2024-01-11 06:38:52.256231397+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,104.32,11.82,99.9,58.04,,18.0,,6.3,6.63,2024-01-11 06:50:44.895674142+00:00,timeout,-63.0
,2.4,ESP32-S2,73.0,104.69,11.66,99.9,60.82,,18.0,,6.1,6.55,2024-01-11 07:02:38.834321791+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,104.44,11.63,99.9,62.53,,18.0,,6.2,6.6,2024-01-11 07:14:32.671559376+00:00,timeout,-62.0
,2.4,ESP32-S2,73.0,104.44,11.37,99.9,63.98,,18.0,,6.3,6.7,2024-01-11 07:26:26.510520886+00:00,timeout,-60.0
,2.4,ESP32-S2,73.0,105.31,10.86,99.8,65.32,,18.0,,6.3,6.84,2024-01-11 07:38:20.653955830+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,101.98,12.01,99.9,66.45,,18.0,,6.6,6.98,2024-01-11 07:50:13.676882521+00:00,timeout,-62.0
,2.4,ESP32-S2,73.0,105.19,10.62,99.9,62.21,,18.0,,6.6,6.97,2024-01-11 08:02:07.300022772+00:00,timeout,-61.0
,2.4,ESP32-S2,73.0,101.6,12.05,99.9,57.07,,18.0,,6.4,6.62,2024-01-11 08:14:00.730183332+00:00,timeout,-61.0
,2.4,ESP32-S2,73.0,103.83,12.15,99.9,54.93,,18.0,,5.9,6.2,2024-01-11 08:25:54.261418676+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.2,11.68,99.9,58.15,,18.0,,5.8,6.09,2024-01-11 08:37:48.095480806+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.57,11.16,99.9,60.81,,18.0,,5.8,6.18,2024-01-11 08:49:41.524013442+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,104.94,10.97,99.9,62.7,,18.0,,5.9,6.32,2024-01-11 09:01:34.953390687+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,104.94,11.33,99.8,64.17,,18.0,,6.0,6.5,2024-01-11 09:13:28.890865235+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,103.58,12.58,99.9,65.38,,18.0,,6.3,6.68,2024-01-11 09:25:22.828225991+00:00,timeout,-62.0
,2.4,ESP32-S2,73.0,105.06,11.21,99.9,65.57,,18.0,,6.5,6.85,2024-01-11 09:37:16.459869201+00:00,timeout,-62.0
,2.4,ESP32-S2,73.0,104.81,11.01,99.9,60.9,,18.0,,6.5,6.8,2024-01-11 09:49:09.886040813+00:00,timeout,-62.0
,2.4,ESP32-S2,73.0,104.2,11.85,99.9,56.07,,18.0,,6.2,6.45,2024-01-11 10:01:04.027603189+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,103.95,11.97,99.9,55.37,,18.0,,5.8,6.1,2024-01-11 10:12:57.361777900+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,101.36,11.68,99.9,58.95,,18.0,,5.7,6.07,2024-01-11 10:24:50.889601829+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,105.56,11.05,99.9,61.18,,18.0,,5.7,6.18,2024-01-11 10:36:44.517883230+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,104.69,11.04,99.9,62.79,,18.0,,6.0,6.33,2024-01-11 10:48:39.173672893+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,104.69,11.4,99.9,64.28,,18.0,,6.0,6.5,2024-01-11 11:00:32.601643672+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,103.09,11.71,99.9,65.7,,18.0,,6.3,6.7,2024-01-11 11:12:26.636088944+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,104.94,10.97,99.9,65.0,,18.0,,6.5,6.86,2024-01-11 11:24:20.085526099+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,105.31,10.86,99.9,59.5,,18.0,,6.4,6.73,2024-01-11 11:36:13.973643736+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.81,11.19,99.8,55.1,,18.0,,6.0,6.32,2024-01-11 11:48:08.256819351+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.44,11.28,99.9,55.81,,18.0,,5.7,6.04,2024-01-11 12:00:01.420702555+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,105.43,10.82,99.9,59.44,,18.0,,5.7,6.06,2024-01-11 12:11:54.750788501+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,104.44,11.28,99.8,61.41,,18.0,,5.7,6.17,2024-01-11 12:23:49.667390547+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,100.25,10.67,99.9,63.07,,18.0,,5.9,6.32,2024-01-11 12:35:42.889734056+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.32,11.57,99.9,64.63,,18.0,,6.1,6.51,2024-01-11 12:47:36.414186250+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,104.2,12.1,99.9,65.8,,18.0,,6.3,6.69,2024-01-11 12:59:30.250628906+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,104.69,11.49,99.8,64.61,,18.0,,6.4,6.83,2024-01-11 13:11:24.367140634+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.2,11.59,99.9,59.06,,18.0,,6.4,6.66,2024-01-11 13:23:18.268811462+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.69,11.4,99.8,54.99,,18.0,,5.9,6.26,2024-01-11 13:35:11.558680242+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,105.19,11.17,99.9,56.32,,18.0,,5.7,6.01,2024-01-11 13:47:04.777666337+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,105.06,10.66,99.9,59.81,,18.0,,5.7,6.05,2024-01-11 13:58:58.512215351+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.2,11.59,99.8,61.79,,18.0,,5.7,6.17,2024-01-11 14:10:52.862841864+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,102.84,12.54,99.9,63.43,,18.0,,5.9,6.32,2024-01-11 14:22:46.090955062+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,101.6,12.54,99.9,64.74,,18.0,,6.1,6.5,2024-01-11 14:34:40.229356584+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,103.46,12.19,99.9,66.11,,18.0,,6.3,6.69,2024-01-11 14:46:33.654078613+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,105.19,10.99,99.9,63.98,,18.0,,6.4,6.82,2024-01-11 14:58:27.595766357+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,104.44,11.45,99.9,58.23,,18.0,,6.3,6.6,2024-01-11 15:10:21.126126990+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.07,11.95,99.9,54.32,,18.0,,5.9,6.16,2024-01-11 15:22:14.364196346+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.2,11.76,99.9,56.11,,18.0,,5.6,5.93,2024-01-11 15:34:07.788579510+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.07,11.95,99.8,59.72,,18.0,,5.5,5.97,2024-01-11 15:46:02.225966684+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.57,11.34,99.9,61.76,,18.0,,5.7,6.09,2024-01-11 15:57:55.858144861+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,103.83,12.15,99.9,63.31,,18.0,,5.9,6.26,2024-01-11 16:09:49.706197377+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.81,11.28,99.9,64.76,,18.0,,6.0,6.44,2024-01-11 16:21:43.671725721+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.07,11.26,99.9,66.04,,18.0,,6.3,6.62,2024-01-11 16:33:37.182964473+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,104.57,11.16,99.8,64.58,,18.0,,6.3,6.77,2024-01-11 16:45:31.214863574+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,101.85,12.0,99.9,59.67,,18.0,,6.3,6.63,2024-01-11 16:57:24.438413361+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,105.19,10.62,99.9,55.39,,18.0,,6.0,6.25,2024-01-11 17:09:17.974947073+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,104.57,11.25,99.9,56.35,,18.0,,5.7,5.99,2024-01-11 17:21:11.383474189+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,102.22,11.52,99.8,59.71,,18.0,,5.6,6.01,2024-01-11 17:33:06.462913019+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,101.6,11.63,99.9,61.54,,18.0,,5.8,6.13,2024-01-11 17:44:59.577705076+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,104.2,11.68,99.9,63.24,,18.0,,5.9,6.28,2024-01-11 17:56:54.235989947+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,103.95,11.97,99.8,65.86,,18.0,,6.1,6.71,2024-01-11 18:08:48.677137613+00:00,timeout,-59.0
,1.4,ESP32-S2,73.0,105.93,10.71,99.9,65.94,,18.0,,6.4,6.85,2024-01-11 18:20:42.001190533+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,104.2,11.59,99.9,64.65,,18.0,,6.6,6.96,2024-01-11 18:32:35.325623621+00:00,timeout,-59.0
,1.4,ESP32-S2,73.0,103.83,12.07,99.9,68.11,,18.0,,6.7,7.28,2024-01-11 18:44:28.960571136+00:00,timeout,-56.0
,1.4,ESP32-S2,73.0,104.44,11.37,99.9,64.29,,18.0,,7.1,7.72,2024-01-11 18:56:23.418871350+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,103.46,12.83,99.9,66.51,,18.0,,7.5,8.47,2024-01-11 19:08:17.247498886+00:00,timeout,-55.0
,1.4,ESP32-S2,73.0,104.44,11.28,99.8,63.9,,18.0,,7.5,8.13,2024-01-11 19:20:11.470102900+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,106.42,11.13,99.9,64.41,,18.0,,7.5,7.96,2024-01-11 19:32:04.922938557+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,104.2,11.68,99.9,65.42,,18.0,,7.4,7.9,2024-01-11 19:43:59.075120584+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,104.2,11.59,99.9,66.64,,18.0,,7.4,7.9,2024-01-11 19:55:53.213897674+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,104.94,11.16,99.9,65.01,,18.0,,7.7,8.2,2024-01-11 20:07:46.740543421+00:00,timeout,-60.0
,1.4,ESP32-S2,73.0,104.57,11.16,99.9,58.91,,18.0,,7.5,7.93,2024-01-11 20:19:40.473783675+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,104.44,12.13,99.9,55.31,,18.0,,7.1,7.52,2024-01-11 20:31:34.323940720+00:00,timeout,-59.0
,1.4,ESP32-S2,73.0,106.05,10.75,99.9,58.25,,18.0,,6.9,7.42,2024-01-11 20:43:27.943289503+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,104.32,11.48,99.9,60.9,,18.0,,6.9,7.5,2024-01-11 20:55:21.384133604+00:00,timeout,-59.0
,1.4,ESP32-S2,73.0,104.07,11.7,99.9,63.12,,18.0,,7.1,7.64,2024-01-11 21:07:14.599796677+00:00,timeout,-59.0
,1.4,ESP32-S2,73.0,103.09,12.69,99.9,65.1,,18.0,,7.3,7.82,2024-01-11 21:19:09.044135364+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,103.83,12.07,99.9,64.19,,18.0,,7.5,7.95,2024-01-11 21:31:02.474753131+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,106.17,10.22,99.9,59.25,,18.0,,7.3,7.79,2024-01-11 21:42:56.105748323+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,104.07,12.03,99.8,54.41,,18.0,,6.9,7.36,2024-01-11 21:54:49.221991531+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,105.06,10.66,99.9,55.83,,18.0,,6.6,7.11,2024-01-11 22:06:42.890724474+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,103.09,12.37,99.9,59.52,,18.0,,6.7,7.13,2024-01-11 22:18:37.204003658+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,104.07,11.7,99.9,61.74,,18.0,,6.8,7.23,2024-01-11 22:30:30.732417722+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,103.33,12.6,99.9,63.65,,18.0,,6.9,7.38,2024-01-11 22:42:24.573088953+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,100.99,12.19,99.9,65.51,,18.0,,7.1,7.55,2024-01-11 22:54:18.772309765+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,104.2,11.68,99.8,61.68,,18.0,,7.1,7.58,2024-01-11 23:06:12.756695412+00:00,timeout,-56.0
,1.4,ESP32-S2,73.0,105.06,10.85,99.9,56.1,,18.0,,6.9,7.26,2024-01-11 23:18:05.777919150+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,101.23,11.74,99.9,54.07,,18.0,,6.5,6.86,2024-01-11 23:29:59.101044287+00:00,timeout,-56.0
,1.4,ESP32-S2,73.0,102.22,12.99,99.9,57.84,,18.0,,6.3,6.82,2024-01-11 23:41:52.627721317+00:00,timeout,-56.0
,1.4,ESP32-S2,73.0,102.96,12.46,99.9,60.59,,18.0,,6.5,6.88,2024-01-11 23:53:46.665923088+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,100.99,12.11,99.9,62.75,,18.0,,6.5,7.02,2024-01-12 00:05:40.772661001+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,102.35,12.92,99.9,64.49,,18.0,,6.7,7.2,2024-01-12 00:17:34.239135428+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,105.19,10.99,99.9,64.95,,18.0,,6.9,7.36,2024-01-12 00:29:27.784570544+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,104.07,11.7,99.9,59.51,,18.0,,6.9,7.28,2024-01-12 00:41:21.814290747+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,103.95,12.05,99.9,54.62,,18.0,,6.4,6.88,2024-01-12 00:53:15.546855162+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,104.07,11.78,99.9,55.0,,18.0,,6.1,6.57,2024-01-12 01:05:08.876615818+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,104.94,11.07,99.9,59.1,,18.0,,6.1,6.58,2024-01-12 01:17:02.201033831+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,100.74,12.3,99.9,61.38,,18.0,,6.3,6.7,2024-01-12 01:28:56.136430399+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,100.99,11.94,99.9,63.38,,18.0,,6.3,6.87,2024-01-12 01:40:49.872326009+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,101.23,11.74,99.9,64.89,,18.0,,6.6,7.04,2024-01-12 01:52:43.295683149+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,104.07,12.03,99.8,64.83,,18.0,,6.7,7.21,2024-01-12 02:04:37.204351954+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,104.69,11.31,99.9,59.19,,18.0,,6.7,7.07,2024-01-12 02:16:29.841743193+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,105.31,10.86,99.9,54.25,,18.0,,6.3,6.63,2024-01-12 02:28:23.373680038+00:00,timeout,-56.0
,1.4,ESP32-S2,73.0,100.99,11.86,99.8,55.4,,18.0,,5.9,6.35,2024-01-12 02:40:17.314007915+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,104.2,11.68,99.9,59.4,,18.0,,5.9,6.38,2024-01-12 02:52:10.228727270+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,104.44,11.45,99.9,61.55,,18.0,,6.0,6.51,2024-01-12 03:04:04.082201902+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,103.58,12.26,99.9,63.37,,18.0,,6.2,6.68,2024-01-12 03:15:58.000123343+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,103.21,12.53,99.9,64.89,,18.0,,6.4,6.86,2024-01-12 03:27:52.046370019+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,103.58,11.93,99.9,65.76,,18.0,,6.6,7.04,2024-01-12 03:39:45.732438298+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,104.2,11.68,99.9,60.16,,18.0,,6.5,6.96,2024-01-12 03:51:39.370440677+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,103.7,12.17,99.9,54.74,,18.0,,6.2,6.54,2024-01-12 04:03:32.394114710+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,104.07,11.7,99.9,54.58,,18.0,,5.8,6.19,2024-01-12 04:15:26.674009040+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,104.81,10.83,99.9,58.8,,18.0,,5.7,6.17,2024-01-12 04:27:19.693245696+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,103.09,12.21,99.9,61.23,,18.0,,5.8,6.29,2024-01-12 04:39:13.279201074+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,104.44,11.28,99.9,63.29,,18.0,,6.0,6.46,2024-01-12 04:51:07.162499888+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,103.58,12.42,99.9,64.67,,18.0,,6.2,6.64,2024-01-12 05:03:01.306056727+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,103.95,11.97,99.9,65.97,,18.0,,6.4,6.83,2024-01-12 05:14:54.634318833+00:00,timeout,-58.0
,1.4,ESP32-S2,73.0,102.59,12.93,99.9,62.94,,18.0,,6.5,6.91,2024-01-12 05:26:48.572245245+00:00,timeout,-59.0
,1.4,ESP32-S2,73.0,101.6,12.54,99.9,57.65,,18.0,,6.3,6.64,2024-01-12 05:38:42.038051002+00:00,timeout,-57.0
,1.4,ESP32-S2,73.0,104.07,11.78,99.9,63.19,,18.0,,6.2,7.03,2024-01-12 05:50:35.937748436+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,100.99,11.51,99.9,66.52,,18.0,,6.7,7.46,2024-01-12 06:02:30.390543680+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,104.07,11.7,99.9,64.93,,18.0,,6.9,7.53,2024-01-12 06:14:24.120628497+00:00,timeout,-66.0
,1.4,ESP32-S2,73.0,103.21,12.61,99.9,65.35,,18.0,,7.0,7.53,2024-01-12 06:26:17.961931708+00:00,timeout,-65.0
,1.4,ESP32-S2,73.0,103.09,12.77,99.9,66.25,,18.0,,7.1,7.59,2024-01-12 06:38:12.201920971+00:00,timeout,-65.0
,1.4,ESP32-S2,73.0,103.7,12.17,99.9,65.35,,18.0,,7.2,7.63,2024-01-12 06:50:05.838051916+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,102.22,12.2,99.9,59.39,,18.0,,6.9,7.34,2024-01-12 07:01:59.060570770+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,102.1,12.35,99.9,55.23,,18.0,,6.5,6.82,2024-01-12 07:13:52.284309488+00:00,timeout,-62.0
,1.4,ESP32-S2,73.0,101.85,12.33,99.9,57.12,,18.0,,6.2,6.55,2024-01-12 07:25:45.504983637+00:00,timeout,-61.0
,1.4,ESP32-S2,73.0,102.22,13.22,99.9,60.78,,18.0,,6.1,6.57,2024-01-12 07:37:39.135987399+00:00,timeout,-66.0
,1.4,ESP32-S2,73.0,101.11,11.8,99.8,62.69,,18.0,,6.1,6.69,2024-01-12 07:49:33.177440287+00:00,timeout,-66.0
,1.4,ESP32-S2,73.0,103.46,12.67,99.9,64.28,,18.0,,6.4,6.85,2024-01-12 08:01:26.711172392+00:00,timeout,-66.0
,1.4,ESP32-S2,73.0,103.7,11.14,99.9,65.61,,18.0,,6.6,7.02,2024-01-12 08:13:20.749432148+00:00,timeout,-66.0
,1.4,ESP32-S2,73.0,102.1,12.43,99.9,64.48,,18.0,,6.7,7.15,2024-01-12 08:25:14.386242443+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,102.59,12.05,99.9,59.18,,18.0,,6.6,6.96,2024-01-12 08:37:07.814571013+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,102.84,12.78,99.9,55.01,,18.0,,6.2,6.53,2024-01-12 08:49:01.378166941+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,102.96,12.54,99.8,56.94,,18.0,,5.8,6.31,2024-01-12 09:00:55.874844740+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,104.2,11.5,99.9,60.58,,18.0,,5.9,6.36,2024-01-12 09:12:49.322296715+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,102.59,12.77,99.9,62.41,,18.0,,6.0,6.49,2024-01-12 09:24:42.744383047+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,100.86,11.91,99.9,64.05,,18.0,,6.2,6.65,2024-01-12 09:36:36.684976295+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,104.44,11.19,99.9,65.45,,18.0,,6.4,6.83,2024-01-12 09:48:30.932901201+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,105.43,11.27,99.9,65.55,,18.0,,6.5,7.0,2024-01-12 10:00:25.184107017+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,100.86,11.74,99.9,60.02,,18.0,,6.5,6.87,2024-01-12 10:12:18.708820069+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,103.46,12.35,99.9,55.22,,18.0,,6.1,6.44,2024-01-12 10:24:12.242090651+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,103.58,12.26,99.9,55.63,,18.0,,5.7,6.11,2024-01-12 10:36:05.356135126+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,103.58,12.01,99.9,59.38,,18.0,,5.7,6.12,2024-01-12 10:47:58.992104592+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,101.48,12.36,99.9,61.64,,18.0,,5.8,6.24,2024-01-12 10:59:52.423734735+00:00,timeout,-66.0
,1.4,ESP32-S2,73.0,102.1,12.83,99.9,63.31,,18.0,,5.9,6.39,2024-01-12 11:11:46.155382092+00:00,timeout,-65.0
,1.4,ESP32-S2,73.0,102.84,12.62,99.9,64.84,,18.0,,6.1,6.58,2024-01-12 11:23:39.682846413+00:00,timeout,-65.0
,1.4,ESP32-S2,73.0,103.7,11.49,99.9,66.08,,18.0,,6.3,6.77,2024-01-12 11:35:33.416537699+00:00,timeout,-65.0
,1.4,ESP32-S2,73.0,103.09,12.45,99.9,63.21,,18.0,,6.4,6.84,2024-01-12 11:47:27.458915074+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,103.83,11.99,99.9,58.05,,18.0,,6.2,6.56,2024-01-12 11:59:20.997645136+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,104.2,11.59,99.9,55.02,,18.0,,5.8,6.16,2024-01-12 12:11:14.632579340+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,104.94,11.07,99.9,58.03,,18.0,,5.7,6.04,2024-01-12 12:23:08.256535056+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,103.33,12.28,99.9,60.96,,18.0,,5.7,6.12,2024-01-12 12:35:01.880103558+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,103.58,11.76,99.9,62.8,,18.0,,5.8,6.26,2024-01-12 12:46:55.513512588+00:00,timeout,-65.0
,1.4,ESP32-S2,73.0,101.11,11.8,99.8,64.36,,18.0,,5.9,6.44,2024-01-12 12:58:49.966821646+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,101.73,12.4,99.9,65.71,,18.0,,6.2,6.61,2024-01-12 13:10:43.500709454+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,100.99,12.27,99.9,66.08,,18.0,,6.4,6.79,2024-01-12 13:22:37.739429364+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,104.57,11.16,99.8,61.51,,18.0,,6.2,6.73,2024-01-12 13:34:31.888137794+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,101.85,12.33,99.9,56.61,,18.0,,6.0,6.38,2024-01-12 13:46:25.926449015+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,103.95,11.54,99.9,56.07,,18.0,,5.7,6.03,2024-01-12 13:58:18.022437301+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,103.58,11.76,99.9,59.7,,18.0,,5.6,6.03,2024-01-12 14:10:11.148140010+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,102.1,12.35,99.8,62.05,,18.0,,5.6,6.14,2024-01-12 14:22:05.288026885+00:00,timeout,-65.0
,1.4,ESP32-S2,73.0,102.72,12.85,99.9,63.37,,18.0,,5.9,6.28,2024-01-12 14:33:58.512489137+00:00,timeout,-65.0
,1.4,ESP32-S2,73.0,103.7,12.41,99.9,64.88,,18.0,,6.1,6.46,2024-01-12 14:45:52.253305895+00:00,timeout,-66.0
,1.4,ESP32-S2,73.0,104.32,12.24,99.8,66.1,,18.0,,6.1,6.63,2024-01-12 14:57:46.596450620+00:00,timeout,-66.0
,1.4,ESP32-S2,73.0,104.2,12.26,99.9,64.74,,18.0,,6.3,6.76,2024-01-12 15:09:39.714662298+00:00,timeout,-65.0
,1.4,ESP32-S2,73.0,103.46,12.11,99.8,59.63,,18.0,,6.1,6.59,2024-01-12 15:21:33.959392140+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,100.99,11.86,99.9,55.54,,18.0,,5.9,6.19,2024-01-12 15:33:27.115713055+00:00,timeout,-65.0
,1.4,ESP32-S2,73.0,104.32,11.48,99.8,60.08,,18.0,,5.6,6.21,2024-01-12 15:45:21.402553932+00:00,timeout,-66.0
,1.4,ESP32-S2,73.0,103.95,11.8,99.9,61.62,,18.0,,5.8,6.24,2024-01-12 15:57:15.028131370+00:00,timeout,-63.0
,1.4,ESP32-S2,73.0,103.46,12.19,99.9,63.2,,18.0,,5.9,6.35,2024-01-12 16:09:08.455158649+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,104.2,11.5,99.9,64.77,,18.0,,6.0,6.5,2024-01-12 16:21:02.219726772+00:00,timeout,-66.0
,1.4,ESP32-S2,73.0,104.07,11.78,99.9,66.16,,18.0,,6.2,6.66,2024-01-12 16:32:55.958391752+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,102.96,12.77,99.9,67.11,,18.0,,6.3,6.84,2024-01-12 16:44:49.689325865+00:00,timeout,-66.0
,1.4,ESP32-S2,73.0,103.95,11.88,99.9,63.93,,18.0,,6.5,6.89,2024-01-12 16:56:43.629107848+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,102.59,12.85,99.9,58.68,,18.0,,6.3,6.6,2024-01-12 17:08:37.262136578+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,103.09,12.69,99.9,55.6,,18.0,,5.8,6.17,2024-01-12 17:20:30.311112378+00:00,timeout,-64.0
,1.4,ESP32-S2,73.0,102.72,12.46,99.9,58.63,,18.0,,5.7,6.05,2024-01-12 17:32:24.117495691+00:00,timeout,-64.0
